2024-07-03 16:57:44,239 INFO    StreamThr :1342 [internal.py:wandb_internal():85] W&B internal server running at pid: 1342, started at: 2024-07-03 16:57:44.235821
2024-07-03 16:57:44,246 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status
2024-07-03 16:57:44,251 INFO    WriterThread:1342 [datastore.py:open_for_write():87] open: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/run-zu6phlqv.wandb
2024-07-03 16:57:44,261 DEBUG   SenderThread:1342 [sender.py:send():379] send: header
2024-07-03 16:57:44,290 DEBUG   SenderThread:1342 [sender.py:send():379] send: run
2024-07-03 16:57:44,815 INFO    SenderThread:1342 [dir_watcher.py:__init__():211] watching files in: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files
2024-07-03 16:57:44,816 INFO    SenderThread:1342 [sender.py:_start_run_threads():1188] run started: zu6phlqv with start time 1720018664.233881
2024-07-03 16:57:44,835 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: check_version
2024-07-03 16:57:44,836 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: check_version
2024-07-03 16:57:45,014 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: run_start
2024-07-03 16:57:45,018 DEBUG   HandlerThread:1342 [system_info.py:__init__():26] System info init
2024-07-03 16:57:45,019 DEBUG   HandlerThread:1342 [system_info.py:__init__():41] System info init done
2024-07-03 16:57:45,019 INFO    HandlerThread:1342 [system_monitor.py:start():194] Starting system monitor
2024-07-03 16:57:45,021 INFO    HandlerThread:1342 [system_monitor.py:probe():214] Collecting system info
2024-07-03 16:57:45,021 INFO    SystemMonitor:1342 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-03 16:57:45,025 INFO    SystemMonitor:1342 [interfaces.py:start():188] Started cpu monitoring
2024-07-03 16:57:45,028 INFO    SystemMonitor:1342 [interfaces.py:start():188] Started disk monitoring
2024-07-03 16:57:45,033 INFO    SystemMonitor:1342 [interfaces.py:start():188] Started memory monitoring
2024-07-03 16:57:45,040 INFO    SystemMonitor:1342 [interfaces.py:start():188] Started network monitoring
2024-07-03 16:57:45,071 DEBUG   HandlerThread:1342 [system_info.py:probe():152] Probing system
2024-07-03 16:57:45,081 DEBUG   HandlerThread:1342 [system_info.py:_probe_git():137] Probing git
2024-07-03 16:57:45,119 DEBUG   HandlerThread:1342 [system_info.py:_probe_git():145] Probing git done
2024-07-03 16:57:45,119 DEBUG   HandlerThread:1342 [system_info.py:probe():200] Probing system done
2024-07-03 16:57:45,119 DEBUG   HandlerThread:1342 [system_monitor.py:probe():223] {'os': 'Linux-5.4.276-1.el7.elrepo.x86_64-x86_64-with-glibc2.17', 'python': '3.9.18', 'heartbeatAt': '2024-07-03T14:57:45.071304', 'startedAt': '2024-07-03T14:57:44.190562', 'docker': None, 'cuda': None, 'args': ('--experiment', 'standard_config_spindle', '--test_lab', '', '--save_dir', '/zhome/dd/4/109414/Validationstudy/spindle/results/spindle_test/'), 'state': 'running', 'program': '/zhome/dd/4/109414/Validationstudy/spindle/training_CNN_spindle.py', 'codePathLocal': 'training_CNN_spindle.py', 'codePath': 'training_CNN_spindle.py', 'git': {'remote': 'https://github.com/jgciudad/spindle.git', 'commit': 'f53815dff2a8c6f7dec80cbb9f8c662cacc5f4f4'}, 'email': 'laurarose@sund.ku.dk', 'root': '/zhome/dd/4/109414/Validationstudy/spindle', 'host': 'hpclogin1', 'username': 'laurose', 'executable': '/zhome/dd/4/109414/miniconda3/envs/spindle_javier/bin/python', 'cpu_count': 16, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1462.7713750000003, 'min': 1200.0, 'max': 2900.0}, 'cpu_freq_per_core': [{'current': 1200.052, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.224, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.058, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.164, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.074, 'min': 1200.0, 'max': 2900.0}, {'current': 1632.651, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.044, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.004, 'min': 1200.0, 'max': 2900.0}, {'current': 1300.227, 'min': 1200.0, 'max': 2900.0}, {'current': 2900.0, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.438, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.568, 'min': 1200.0, 'max': 2900.0}, {'current': 1199.744, 'min': 1200.0, 'max': 2900.0}, {'current': 1400.05, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.069, 'min': 1200.0, 'max': 2900.0}, {'current': 2901.632, 'min': 1200.0, 'max': 2900.0}], 'disk': {'/': {'total': 71.9168586730957, 'used': 12.60565185546875}}, 'memory': {'total': 188.26519775390625}}
2024-07-03 16:57:45,120 INFO    HandlerThread:1342 [system_monitor.py:probe():224] Finished collecting system info
2024-07-03 16:57:45,120 INFO    HandlerThread:1342 [system_monitor.py:probe():227] Publishing system info
2024-07-03 16:57:45,121 DEBUG   HandlerThread:1342 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-03 16:57:45,830 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/conda-environment.yaml
2024-07-03 16:57:48,113 DEBUG   HandlerThread:1342 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-03 16:57:48,131 INFO    HandlerThread:1342 [system_monitor.py:probe():229] Finished publishing system info
2024-07-03 16:57:48,156 DEBUG   SenderThread:1342 [sender.py:send():379] send: files
2024-07-03 16:57:48,156 INFO    SenderThread:1342 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-03 16:57:48,524 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: python_packages
2024-07-03 16:57:48,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: stop_status
2024-07-03 16:57:48,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:48,527 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: python_packages
2024-07-03 16:57:48,534 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: stop_status
2024-07-03 16:57:48,779 DEBUG   SenderThread:1342 [sender.py:send():379] send: telemetry
2024-07-03 16:57:48,823 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/conda-environment.yaml
2024-07-03 16:57:48,824 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/wandb-metadata.json
2024-07-03 16:57:48,825 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/requirements.txt
2024-07-03 16:57:49,105 INFO    wandb-upload_0:1342 [upload_job.py:push():130] Uploaded file /tmp/tmps71do4ffwandb/z72qv4mr-wandb-metadata.json
2024-07-03 16:57:49,524 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:49,780 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:57:50,524 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:51,524 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:52,525 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:53,525 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:54,525 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:55,525 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:57:55,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:56,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:57,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:58,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:57:59,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:00,525 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:00,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:01,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:02,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:03,521 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: stop_status
2024-07-03 16:58:03,523 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: stop_status
2024-07-03 16:58:03,562 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:04,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:05,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:05,833 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:06,527 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:07,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:08,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:09,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:10,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:11,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:11,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:12,529 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:13,528 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:14,529 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:15,529 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:16,529 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:17,532 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:17,538 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:17,891 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/config.yaml
2024-07-03 16:58:18,522 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: stop_status
2024-07-03 16:58:18,523 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: stop_status
2024-07-03 16:58:18,562 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:19,530 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:20,530 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:21,530 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:22,530 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:22,745 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:23,530 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:24,531 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:25,531 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:26,531 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:27,531 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:28,526 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:28,531 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:29,532 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:30,532 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:31,532 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:32,532 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:33,522 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: stop_status
2024-07-03 16:58:33,523 DEBUG   SenderThread:1342 [sender.py:send_request():406] send_request: stop_status
2024-07-03 16:58:33,563 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:33,753 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:34,533 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-03 16:58:34,932 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/output.log
2024-07-03 16:58:36,938 INFO    Thread-17 :1342 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/dd/4/109414/Validationstudy/spindle/wandb/run-20240703_165744-zu6phlqv/files/output.log
2024-07-03 16:58:39,324 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:44,325 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:45,041 DEBUG   SystemMonitor:1342 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-03 16:58:45,046 DEBUG   SenderThread:1342 [sender.py:send():379] send: stats
2024-07-03 16:58:50,049 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:58:55,055 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
2024-07-03 16:59:00,057 DEBUG   HandlerThread:1342 [handler.py:handle_request():158] handle_request: status_report
